,0,1
0,25,66
1,25,67
2,25,68
3,25,69
4,25,70
5,25,71
6,25,72
7,25,73
8,25,74
9,25,75
10,25,76
11,25,77
12,25,78
13,25,79
14,25,80
15,25,81
16,25,82
17,25,83
18,25,84
19,25,85
20,25,86
21,26,66
22,26,67
23,26,68
24,26,69
25,26,70
26,26,71
27,26,72
28,26,73
29,26,74
30,26,75
31,26,76
32,26,77
33,26,78
34,26,79
35,26,80
36,26,81
37,26,82
38,26,83
39,26,84
40,26,85
41,26,86
42,27,66
43,27,67
44,27,68
45,27,69
46,27,70
47,27,71
48,27,72
49,27,73
50,27,74
51,27,75
52,27,76
53,27,77
54,27,78
55,27,79
56,27,80
57,27,81
58,27,82
59,27,83
60,27,84
61,27,85
62,27,86
63,28,66
64,28,67
65,28,68
66,28,69
67,28,70
68,28,71
69,28,72
70,28,73
71,28,74
72,28,75
73,28,76
74,28,77
75,28,78
76,28,79
77,28,80
78,28,81
79,28,82
80,28,83
81,28,84
82,28,85
83,28,86
84,29,66
85,29,67
86,29,68
87,29,69
88,29,70
89,29,71
90,29,72
91,29,73
92,29,74
93,29,75
94,29,76
95,29,77
96,29,78
97,29,79
98,29,80
99,29,81
100,29,82
101,29,83
102,29,84
103,29,85
104,29,86
105,30,66
106,30,67
107,30,68
108,30,69
109,30,70
110,30,71
111,30,72
112,30,73
113,30,74
114,30,75
115,30,76
116,30,77
117,30,78
118,30,79
119,30,80
120,30,81
121,30,82
122,30,83
123,30,84
124,30,85
125,30,86
126,31,66
127,31,67
128,31,68
129,31,69
130,31,70
131,31,71
132,31,72
133,31,73
134,31,74
135,31,75
136,31,76
137,31,77
138,31,78
139,31,79
140,31,80
141,31,81
142,31,82
143,31,83
144,31,84
145,31,85
146,31,86
147,32,66
148,32,67
149,32,68
150,32,69
151,32,70
152,32,71
153,32,72
154,32,73
155,32,74
156,32,75
157,32,76
158,32,77
159,32,78
160,32,79
161,32,80
162,32,81
163,32,82
164,32,83
165,32,84
166,32,85
167,32,86
168,33,66
169,33,67
170,33,68
171,33,69
172,33,70
173,33,71
174,33,72
175,33,73
176,33,74
177,33,75
178,33,76
179,33,77
180,33,78
181,33,79
182,33,80
183,33,81
184,33,82
185,33,83
186,33,84
187,33,85
188,33,86
189,34,66
190,34,67
191,34,68
192,34,69
193,34,70
194,34,71
195,34,72
196,34,73
197,34,74
198,34,75
199,34,76
200,34,77
201,34,78
202,34,79
203,34,80
204,34,81
205,34,82
206,34,83
207,34,84
208,34,85
209,34,86
210,35,66
211,35,67
212,35,68
213,35,69
214,35,70
215,35,71
216,35,72
217,35,73
218,35,74
219,35,75
220,35,76
221,35,77
222,35,78
223,35,79
224,35,80
225,35,81
226,35,82
227,35,83
228,35,84
229,35,85
230,35,86
231,36,66
232,36,67
233,36,68
234,36,69
235,36,70
236,36,71
237,36,72
238,36,73
239,36,74
240,36,75
241,36,76
242,36,77
243,36,78
244,36,79
245,36,80
246,36,81
247,36,82
248,36,83
249,36,84
250,36,85
251,36,86
252,37,66
253,37,67
254,37,68
255,37,69
256,37,70
257,37,71
258,37,72
259,37,73
260,37,74
261,37,75
262,37,76
263,37,77
264,37,78
265,37,79
266,37,80
267,37,81
268,37,82
269,37,83
270,37,84
271,37,85
272,37,86
273,38,66
274,38,67
275,38,68
276,38,69
277,38,70
278,38,71
279,38,72
280,38,73
281,38,74
282,38,75
283,38,76
284,38,77
285,38,78
286,38,79
287,38,80
288,38,81
289,38,82
290,38,83
291,38,84
292,38,85
293,38,86
294,39,66
295,39,67
296,39,68
297,39,69
298,39,70
299,39,71
300,39,72
301,39,73
302,39,74
303,39,75
304,39,76
305,39,77
306,39,78
307,39,79
308,39,80
309,39,81
310,39,82
311,39,83
312,39,84
313,39,85
314,39,86
315,40,66
316,40,67
317,40,68
318,40,69
319,40,70
320,40,71
321,40,72
322,40,73
323,40,74
324,40,75
325,40,76
326,40,77
327,40,78
328,40,79
329,40,80
330,40,81
331,40,82
332,40,83
333,40,84
334,40,85
335,40,86
336,41,66
337,41,67
338,41,68
339,41,69
340,41,70
341,41,71
342,41,72
343,41,73
344,41,74
345,41,75
346,41,76
347,41,77
348,41,78
349,41,79
350,41,80
351,41,81
352,41,82
353,41,83
354,41,84
355,41,85
356,41,86
357,42,66
358,42,67
359,42,68
360,42,69
361,42,70
362,42,71
363,42,72
364,42,73
365,42,74
366,42,75
367,42,76
368,42,77
369,42,78
370,42,79
371,42,80
372,42,81
373,42,82
374,42,83
375,42,84
376,42,85
377,42,86
378,43,66
379,43,67
380,43,68
381,43,69
382,43,70
383,43,71
384,43,72
385,43,73
386,43,74
387,43,75
388,43,76
389,43,77
390,43,78
391,43,79
392,43,80
393,43,81
394,43,82
395,43,83
396,43,84
397,43,85
398,43,86
399,44,66
400,44,67
401,44,68
402,44,69
403,44,70
404,44,71
405,44,72
406,44,73
407,44,74
408,44,75
409,44,76
410,44,77
411,44,78
412,44,79
413,44,80
414,44,81
415,44,82
416,44,83
417,44,84
418,44,85
419,44,86
420,45,66
421,45,67
422,45,68
423,45,69
424,45,70
425,45,71
426,45,72
427,45,73
428,45,74
429,45,75
430,45,76
431,45,77
432,45,78
433,45,79
434,45,80
435,45,81
436,45,82
437,45,83
438,45,84
439,45,85
440,45,86
441,65,1
442,65,2
443,65,3
444,65,4
445,65,5
446,65,6
447,65,7
448,65,8
449,65,9
450,65,10
451,65,11
452,65,12
453,65,13
454,65,14
455,65,15
456,65,16
457,65,17
458,65,18
459,65,19
460,65,20
461,65,21
462,65,22
463,65,23
464,65,24
465,65,25
466,65,26
467,65,27
468,65,28
469,65,29
470,65,30
471,65,31
472,66,1
473,66,2
474,66,3
475,66,4
476,66,5
477,66,6
478,66,7
479,66,8
480,66,9
481,66,10
482,66,11
483,66,12
484,66,13
485,66,14
486,66,15
487,66,16
488,66,17
489,66,18
490,66,19
491,66,20
492,66,21
493,66,22
494,66,23
495,66,24
496,66,25
497,66,26
498,66,27
499,66,28
500,66,29
501,66,30
502,66,31
503,67,1
504,67,2
505,67,3
506,67,4
507,67,5
508,67,6
509,67,7
510,67,8
511,67,9
512,67,10
513,67,11
514,67,12
515,67,13
516,67,14
517,67,15
518,67,16
519,67,17
520,67,18
521,67,19
522,67,20
523,67,21
524,67,22
525,67,23
526,67,24
527,67,25
528,67,26
529,67,27
530,67,28
531,67,29
532,67,30
533,67,31
534,68,1
535,68,2
536,68,3
537,68,4
538,68,5
539,68,6
540,68,7
541,68,8
542,68,9
543,68,10
544,68,11
545,68,12
546,68,13
547,68,14
548,68,15
549,68,16
550,68,17
551,68,18
552,68,19
553,68,20
554,68,21
555,68,22
556,68,23
557,68,24
558,68,25
559,68,26
560,68,27
561,68,28
562,68,29
563,68,30
564,68,31
565,69,1
566,69,2
567,69,3
568,69,4
569,69,5
570,69,6
571,69,7
572,69,8
573,69,9
574,69,10
575,69,11
576,69,12
577,69,13
578,69,14
579,69,15
580,69,16
581,69,17
582,69,18
583,69,19
584,69,20
585,69,21
586,69,22
587,69,23
588,69,24
589,69,25
590,69,26
591,69,27
592,69,28
593,69,29
594,69,30
595,69,31
596,70,1
597,70,2
598,70,3
599,70,4
600,70,5
601,70,6
602,70,7
603,70,8
604,70,9
605,70,10
606,70,11
607,70,12
608,70,13
609,70,14
610,70,15
611,70,16
612,70,17
613,70,18
614,70,19
615,70,20
616,70,21
617,70,22
618,70,23
619,70,24
620,70,25
621,70,26
622,70,27
623,70,28
624,70,29
625,70,30
626,70,31
627,71,1
628,71,2
629,71,3
630,71,4
631,71,5
632,71,6
633,71,7
634,71,8
635,71,9
636,71,10
637,71,11
638,71,12
639,71,13
640,71,14
641,71,15
642,71,16
643,71,17
644,71,18
645,71,19
646,71,20
647,71,21
648,71,22
649,71,23
650,71,24
651,71,25
652,71,26
653,71,27
654,71,28
655,71,29
656,71,30
657,71,31
658,72,1
659,72,2
660,72,3
661,72,4
662,72,5
663,72,6
664,72,7
665,72,8
666,72,9
667,72,10
668,72,11
669,72,12
670,72,13
671,72,14
672,72,15
673,72,16
674,72,17
675,72,18
676,72,19
677,72,20
678,72,21
679,72,22
680,72,23
681,72,24
682,72,25
683,72,26
684,72,27
685,72,28
686,72,29
687,72,30
688,72,31
689,73,1
690,73,2
691,73,3
692,73,4
693,73,5
694,73,6
695,73,7
696,73,8
697,73,9
698,73,10
699,73,11
700,73,12
701,73,13
702,73,14
703,73,15
704,73,16
705,73,17
706,73,18
707,73,19
708,73,20
709,73,21
710,73,22
711,73,23
712,73,24
713,73,25
714,73,26
715,73,27
716,73,28
717,73,29
718,73,30
719,73,31
720,74,1
721,74,2
722,74,3
723,74,4
724,74,5
725,74,6
726,74,7
727,74,8
728,74,9
729,74,10
730,74,11
731,74,12
732,74,13
733,74,14
734,74,15
735,74,16
736,74,17
737,74,18
738,74,19
739,74,20
740,74,21
741,74,22
742,74,23
743,74,24
744,74,25
745,74,26
746,74,27
747,74,28
748,74,29
749,74,30
750,74,31
751,75,1
752,75,2
753,75,3
754,75,4
755,75,5
756,75,6
757,75,7
758,75,8
759,75,9
760,75,10
761,75,11
762,75,12
763,75,13
764,75,14
765,75,15
766,75,16
767,75,17
768,75,18
769,75,19
770,75,20
771,75,21
772,75,22
773,75,23
774,75,24
775,75,25
776,75,26
777,75,27
778,75,28
779,75,29
780,75,30
